,edad,fnlwgt,educacion_num,estado_civil,relacion,raza,genero,ganancia-capital,perdida-capital,horas_semana,pais,tipo_empleo,salario
27633,32,19302,12,0,0,4,1,0,0,56,0,0,0
27634,24,257621,13,1,1,4,0,0,0,20,1,0,1
27635,44,118212,13,0,0,4,1,1,0,70,1,2,0
27636,27,259840,13,0,0,4,1,0,0,45,1,1,1
27637,39,115289,12,0,0,4,1,0,0,40,0,1,0
27638,26,159662,6,0,0,4,1,0,0,40,1,0,1
27639,34,379798,14,0,0,4,1,0,0,40,1,1,0
27640,38,227945,14,0,0,4,1,1,0,65,1,1,0
27641,41,36999,14,0,0,4,1,0,0,75,1,0,0
27642,73,131982,13,0,0,1,1,0,0,5,0,3,1
27643,32,124052,9,0,0,4,1,0,0,50,1,2,1
27644,56,273084,14,0,0,2,1,0,0,40,1,0,0
27645,59,170104,13,0,0,4,1,0,1,50,1,1,0
27646,44,96249,10,0,0,4,1,0,0,60,1,1,0
27647,35,140915,13,1,3,1,1,0,1,40,0,1,1
27648,52,230657,9,0,0,3,1,1,0,40,0,1,1
27649,30,195576,10,1,3,4,1,1,0,50,1,1,1
27650,23,117767,13,0,0,4,1,0,0,40,1,1,1
27651,43,112763,9,1,4,4,0,1,0,43,1,1,0
27652,61,79827,9,0,0,4,1,0,0,50,1,1,1
27653,38,103925,9,1,4,4,0,0,0,35,1,1,1
27654,68,161744,6,0,0,4,1,0,0,16,1,1,1
27655,41,106679,14,1,1,4,1,1,0,50,1,1,0
27656,42,196514,10,1,1,4,1,0,0,40,1,2,1
27657,48,61985,5,1,1,0,0,0,0,20,1,3,1
27658,19,157605,9,1,1,4,0,0,0,40,1,1,1
27659,31,137367,7,1,1,1,1,0,0,40,0,1,1
27660,40,110862,12,0,0,4,1,0,1,50,1,2,1
27661,32,74883,13,1,1,1,0,0,0,40,0,1,1
27662,51,98642,9,1,1,4,1,1,0,40,1,2,0
27663,44,144778,13,0,0,4,1,0,0,40,1,0,0
27664,23,177787,13,1,3,4,0,0,0,30,0,1,1
27665,30,103651,7,0,0,4,1,0,0,35,1,3,1
27666,44,162108,13,1,1,4,0,0,0,45,1,1,1
27667,24,217602,9,0,0,4,1,0,0,60,1,1,1
27668,34,473133,9,0,0,4,1,0,0,60,1,1,1
27669,17,113301,7,1,3,4,1,0,0,12,0,1,1
27670,61,80896,14,0,0,1,1,0,0,45,0,1,0
27671,30,168387,13,1,3,4,1,0,0,40,1,0,1
27672,45,38950,13,1,1,4,1,0,0,40,1,1,1
27673,22,107801,11,1,3,4,0,0,0,40,1,1,1
27674,49,191277,10,0,0,4,1,0,0,40,1,1,1
27675,39,205359,12,1,4,4,0,0,0,45,1,1,1
27676,39,240226,9,0,0,2,1,0,0,40,1,3,1
27677,34,203357,10,1,2,4,0,0,0,40,1,1,1
27678,52,153064,10,0,0,4,1,0,0,40,1,0,0
27679,24,202959,11,1,1,4,0,0,0,40,1,1,1
27680,38,105150,13,0,0,4,1,0,0,45,1,1,0
27681,19,238474,7,1,3,4,1,0,0,40,1,1,1
27682,24,1085515,9,1,1,4,0,0,0,30,1,1,1
27683,25,82560,12,1,3,4,1,0,0,43,1,1,1
27684,71,55965,4,1,1,4,1,0,0,10,1,1,1
27685,27,161087,9,0,5,2,0,0,0,40,1,1,1
27686,28,261278,11,1,1,2,0,0,0,40,1,1,1
27687,54,182187,11,0,0,2,1,1,0,38,0,1,0
27688,18,138917,7,1,3,2,0,0,0,10,1,1,1
27689,49,200198,9,0,0,2,1,0,0,40,1,1,1
27690,36,205359,9,1,4,4,0,0,0,25,1,1,1
27691,57,250201,9,1,4,4,1,0,0,50,1,1,1
27692,56,67153,14,0,0,4,1,0,0,40,0,0,0
27693,17,244523,6,1,3,4,1,0,0,20,1,1,1
27694,30,236599,9,0,0,4,1,0,0,50,1,1,1
27695,41,108713,6,1,3,4,0,0,0,40,1,1,1
27696,26,177147,9,1,3,4,1,0,0,40,1,1,1
27697,61,129246,6,0,0,4,1,0,0,48,1,1,1
27698,50,222381,10,1,4,4,1,0,0,40,1,3,1
27699,24,145111,9,1,1,4,1,0,0,45,1,1,1
27700,44,62258,7,1,1,4,0,0,0,40,1,1,1
27701,38,108293,14,1,2,4,0,0,0,40,1,0,1
27702,61,167284,4,1,1,2,0,0,0,40,1,3,1
27703,25,97789,13,1,3,4,1,0,0,50,1,1,1
27704,34,111415,9,0,0,4,1,0,0,70,1,1,1
27705,38,374524,10,1,1,4,1,0,0,40,1,1,1
27706,42,287244,9,0,0,4,1,0,0,55,1,1,1
27707,17,341395,6,1,3,2,1,0,0,20,1,3,1
27708,48,278039,4,0,0,4,1,0,0,40,1,1,1
27709,38,98360,14,0,0,4,1,0,0,40,1,1,0
27710,52,317032,9,0,0,4,1,0,0,50,1,1,0
27711,55,294395,11,1,4,4,0,1,0,40,1,0,1
27712,41,240900,9,1,2,4,1,0,0,20,1,2,1
27713,45,32896,3,1,3,4,0,0,0,35,1,1,1
27714,49,97411,4,1,1,1,1,0,0,45,0,1,1
27715,19,72355,10,1,1,4,1,0,0,20,1,1,1
27716,39,342448,13,0,0,4,1,0,0,45,1,1,1
27717,43,187702,10,1,1,4,1,1,0,45,1,1,1
27718,42,303388,10,0,0,4,1,0,0,65,1,1,1
27719,17,112291,7,1,3,4,1,0,0,12,1,1,1
27720,30,208668,12,1,1,2,0,0,0,25,1,1,1
27721,61,28375,14,1,1,4,0,0,0,70,1,0,1
27722,48,207277,14,0,0,4,1,1,0,40,1,1,0
27723,60,88675,9,0,0,4,1,0,0,40,1,3,1
27724,57,47857,9,0,0,4,1,0,0,40,1,1,0
27725,27,372500,3,0,0,4,1,0,0,45,0,1,1
27726,24,190968,9,0,0,4,1,0,0,48,1,1,1
27727,41,37997,8,1,1,4,1,0,0,84,1,1,0
27728,42,257328,9,1,4,4,1,0,0,40,1,1,1
27729,34,127610,13,1,3,4,0,0,0,15,1,1,1
27730,22,139324,5,1,4,2,0,0,0,36,1,3,1
27731,47,164423,9,1,4,4,0,0,0,43,1,1,1
27732,50,104501,9,1,1,4,1,0,1,40,1,1,1
27733,30,56121,9,1,1,4,1,0,0,40,1,1,1
27734,38,296212,13,0,0,4,1,0,0,45,1,1,1
27735,31,157640,9,0,0,4,1,0,0,55,1,1,0
27736,44,222504,10,0,5,4,0,0,0,45,1,1,0
27737,34,261023,10,0,0,4,1,0,1,38,1,1,1
27738,52,146567,9,1,1,2,1,1,0,40,1,1,0
27739,34,116910,9,0,0,4,1,0,0,50,1,1,1
27740,31,132601,10,0,0,4,1,0,0,40,1,1,1
27741,68,185537,10,1,1,4,0,0,0,20,1,1,1
27742,22,500720,9,1,3,4,0,0,0,40,0,1,1
27743,42,182108,13,1,1,4,0,0,0,35,1,1,1
27744,37,231491,9,0,0,4,1,0,0,35,1,1,1
27745,36,239415,9,0,0,4,1,0,0,35,1,2,1
27746,38,179262,10,1,4,4,0,0,0,30,1,1,1
27747,72,121004,9,0,0,4,1,0,0,55,1,3,1
27748,40,252392,3,0,0,4,1,0,0,40,0,1,1
27749,19,163578,10,1,3,4,1,0,0,30,1,1,1
27750,55,143266,11,0,0,4,1,0,0,50,0,1,0
27751,30,285902,12,0,0,4,1,0,0,40,1,1,1
27752,52,113094,13,1,4,4,0,0,1,40,1,1,1
27753,29,278637,13,0,0,4,1,1,0,45,1,1,0
27754,41,174540,10,0,0,2,1,0,0,4,1,1,1
27755,29,188729,13,1,1,4,0,0,0,45,1,1,1
27756,24,72143,13,1,1,4,0,0,0,20,1,1,1
27757,46,328216,15,0,0,4,1,0,0,45,1,2,0
27758,44,165815,9,0,0,4,1,0,0,60,1,1,0
27759,17,317702,6,1,3,2,0,0,0,15,1,1,1
27760,35,215323,11,1,4,4,0,0,0,35,1,1,1
27761,38,192939,9,1,4,4,1,0,0,40,1,1,1
27762,36,156352,5,1,3,4,1,0,0,40,1,1,1
27763,24,155066,7,0,0,4,1,0,0,60,1,1,1
27764,38,152621,13,0,0,4,1,0,0,99,1,2,1
27765,19,298891,7,1,1,4,0,0,0,40,0,1,1
27766,30,193298,9,0,0,4,1,0,0,45,1,1,1
27767,36,150309,11,0,0,0,1,0,0,40,1,0,1
27768,27,384308,10,1,1,4,1,0,0,45,1,1,1
27769,27,305647,12,0,0,4,1,0,0,40,1,1,0
27770,66,182378,4,0,0,4,1,0,0,30,1,3,1
27771,65,23494,10,0,0,2,1,0,1,40,1,0,0
27772,37,421633,14,1,1,2,0,0,0,40,1,1,0
27773,17,57723,7,1,3,4,1,0,0,30,1,1,1
27774,19,307837,10,1,3,4,1,0,0,40,1,3,1
27775,57,103540,3,0,0,2,1,0,0,50,1,1,1
27776,54,136224,14,1,1,4,0,0,0,30,1,2,1
27777,21,231573,10,1,1,4,0,0,0,40,1,1,1
27778,43,242804,9,1,1,4,1,0,0,40,1,1,1
27779,50,163671,9,0,0,4,1,0,0,40,1,1,1
27780,38,287701,7,0,0,4,1,0,0,48,1,1,0
27781,31,187560,9,0,0,4,1,1,0,40,1,1,0
27782,41,222504,15,1,4,4,0,0,0,38,1,1,1
27783,20,41356,10,1,1,4,0,0,0,40,1,1,1
27784,28,59335,13,0,2,4,0,0,0,15,1,1,1
27785,62,84756,5,0,0,4,1,0,0,35,1,1,1
27786,41,407425,8,1,1,2,0,0,0,40,1,1,1
27787,37,162424,9,0,0,4,1,0,0,45,1,1,1
27788,53,175456,10,0,0,4,1,0,0,30,1,2,1
27789,28,52603,13,0,0,4,1,0,0,50,1,1,0
27790,23,250630,14,1,1,4,0,0,0,30,1,1,1
27791,46,233974,9,0,0,4,1,0,0,35,1,2,1
27792,28,376302,9,1,1,4,0,0,0,45,1,1,1
27793,50,195638,6,1,4,4,0,0,0,40,1,1,1
27794,19,225775,10,1,1,4,1,0,0,45,0,1,1
27795,84,388384,4,0,0,2,1,0,0,10,1,1,1
27796,48,219021,15,0,0,4,1,0,0,35,1,2,0
27797,61,168654,9,1,4,4,0,0,0,20,1,2,1
27798,44,180609,10,1,1,4,1,0,0,42,1,1,1
27799,32,114746,9,1,4,1,0,0,0,60,0,1,1
27800,25,178037,10,1,3,4,1,0,0,35,1,1,1
27801,47,160045,10,1,1,4,0,0,0,40,1,0,1
27802,19,268524,10,1,3,4,0,0,0,15,1,1,1
27803,37,174844,10,0,0,4,1,0,0,17,1,1,1
27804,28,82488,9,1,3,1,0,0,0,40,1,1,1
27805,34,221167,12,0,5,4,0,0,0,40,1,1,0
27806,32,48014,10,1,1,4,0,0,0,35,1,2,1
27807,24,217226,10,1,1,4,1,0,0,30,1,1,1
27808,22,177902,10,1,1,1,0,0,0,25,1,3,1
27809,30,39386,10,0,0,2,1,0,0,99,1,1,1
27810,56,37394,14,0,0,4,1,0,0,40,1,1,1
27811,30,115426,13,0,0,4,1,0,0,40,1,1,0
27812,28,114158,10,1,3,4,0,0,0,26,1,1,1
27813,40,119101,10,0,0,4,1,0,1,68,1,1,0
27814,28,360527,10,1,1,4,1,0,0,45,1,1,1
27815,39,225544,8,1,1,4,1,0,0,40,1,1,1
27816,33,108438,9,0,0,4,1,0,0,40,1,2,0
27817,23,230315,10,1,1,1,1,0,0,40,0,1,1
27818,32,158002,10,1,2,4,1,0,0,55,0,1,1
27819,37,179468,9,0,0,4,1,0,0,40,1,1,1
27820,71,99894,3,1,1,1,0,0,0,75,1,1,1
27821,30,270889,10,0,0,4,1,0,0,40,1,1,0
27822,20,42279,10,1,1,4,0,0,0,40,1,1,1
27823,53,167380,9,0,0,4,1,0,1,50,1,0,1
27824,42,274913,9,1,4,4,1,0,0,45,1,1,1
27825,44,35910,13,0,0,4,1,0,1,56,1,1,0
27826,26,68001,14,1,1,4,0,0,0,40,1,1,1
27827,21,27162,10,1,3,4,0,0,0,16,1,1,1
27828,37,286146,9,1,4,2,0,0,0,40,1,2,1
27829,36,95462,13,1,4,4,0,0,0,40,1,0,1
27830,25,50103,9,1,4,4,0,0,0,40,1,1,1
27831,54,511668,16,0,0,4,1,0,1,43,1,1,0
27832,38,189679,13,0,0,4,1,0,0,50,1,2,0
27833,29,115064,9,1,1,4,1,0,0,40,1,1,1
27834,20,215443,10,1,3,4,1,0,0,38,1,0,1
27835,32,174789,9,1,2,4,1,0,0,50,1,1,1
27836,24,91999,12,1,1,4,1,0,0,20,1,1,1
27837,59,100931,9,0,0,4,1,0,0,40,1,0,0
27838,56,119069,13,0,0,4,1,0,0,40,1,2,0
27839,40,277488,9,1,1,4,1,0,0,84,1,2,1
27840,35,265662,13,0,0,4,1,0,0,40,1,1,0
27841,38,114591,13,0,5,4,0,1,0,40,1,1,0
27842,24,227594,10,1,3,4,0,0,0,20,1,1,1
27843,30,129707,10,0,0,4,1,0,1,40,1,1,0
27844,61,175032,9,0,0,4,1,0,0,40,1,3,1
27845,36,133569,2,1,1,4,1,0,0,40,0,1,1
27846,20,308654,10,1,3,1,0,0,0,20,1,0,1
27847,36,156084,9,1,3,4,0,0,0,40,1,1,1
27848,45,380127,13,1,1,4,0,0,0,40,1,0,1
27849,22,210781,13,1,3,4,0,0,0,40,1,1,1
27850,31,189759,9,1,1,4,1,0,1,40,1,1,1
27851,34,258675,9,1,3,4,1,0,0,40,1,1,1
27852,24,223367,7,1,4,4,1,0,0,40,1,1,1
27853,42,204817,5,1,3,2,1,0,0,35,1,3,1
27854,23,409230,13,1,1,4,1,0,0,25,1,1,1
27855,46,308077,15,1,4,4,0,0,0,40,0,0,0
27856,60,159049,15,0,0,4,1,0,0,70,0,1,0
27857,40,353142,10,1,4,2,0,0,0,40,1,1,1
27858,55,143030,9,1,1,4,0,0,0,40,1,1,1
27859,47,304857,14,1,1,4,1,1,0,40,1,1,0
27860,28,30912,9,0,0,4,1,0,0,43,1,1,1
27861,55,125000,15,0,0,4,1,0,0,60,1,1,0
27862,47,181363,14,0,0,4,1,0,0,40,1,1,0
27863,54,338620,14,0,0,4,1,0,0,52,1,1,0
27864,32,115989,7,0,5,4,0,0,0,60,1,1,1
27865,38,111128,12,0,0,4,1,0,0,40,1,1,0
27866,61,201273,10,1,1,4,0,0,0,40,1,2,1
27867,62,137354,14,0,0,1,1,0,0,40,0,2,1
27868,29,133420,10,0,0,4,1,1,0,40,1,1,1
27869,26,192208,9,1,1,2,0,0,0,32,1,1,1
27870,19,220001,10,1,3,4,1,0,0,50,1,1,1
27871,40,352612,6,0,0,4,1,0,0,40,1,1,1
27872,36,169426,9,0,0,4,1,1,0,40,1,1,0
27873,42,319016,9,0,0,4,1,1,0,45,1,1,1
27874,55,119751,14,1,2,1,0,0,0,40,0,1,1
27875,55,202220,9,0,5,2,0,1,0,35,1,1,1
27876,43,99220,13,0,0,4,1,0,0,40,1,2,0
27877,39,111275,9,0,0,4,1,0,0,40,1,1,1
27878,38,261241,10,0,0,4,1,0,0,45,1,0,0
27879,28,261725,9,1,4,4,0,0,0,40,0,1,1
27880,36,182013,10,1,4,4,0,0,0,40,1,1,1
27881,49,40666,10,0,0,4,1,0,0,50,1,1,1
27882,41,216461,10,1,3,2,0,0,0,40,1,1,1
27883,60,320376,4,0,5,4,0,0,0,40,1,1,1
27884,35,282951,13,0,0,4,1,0,0,70,1,1,1
27885,36,166697,13,1,4,4,0,0,0,40,1,0,1
27886,51,290856,9,0,0,4,1,0,0,40,1,1,0
27887,23,455361,9,1,1,4,1,0,0,40,0,1,1
27888,51,82783,9,0,0,4,1,0,0,40,1,1,1
27889,17,56536,7,1,3,4,0,1,0,18,0,1,1
27890,33,109959,10,0,0,4,1,0,0,25,1,2,1
27891,50,177927,9,1,1,4,1,0,0,40,1,1,1
27892,38,192337,8,0,0,4,1,0,0,40,1,1,0
27893,18,236272,9,1,3,4,0,0,0,35,1,1,1
27894,26,33610,9,1,3,4,1,0,0,40,1,1,1
27895,21,209483,10,1,3,4,0,0,0,47,1,1,1
27896,26,247006,9,0,0,4,1,0,0,52,1,1,1
27897,30,311913,9,0,5,4,0,0,0,40,1,0,0
27898,39,204756,10,1,1,4,0,0,0,20,1,3,1
27899,33,300681,9,1,1,2,1,0,0,40,1,0,1
27900,42,24264,10,1,4,4,1,0,0,38,1,0,1
27901,28,266070,15,1,1,4,0,0,0,50,1,1,1
27902,20,226978,9,1,3,4,1,0,0,35,1,1,1
27903,66,362165,13,1,1,2,0,0,1,25,1,0,1
27904,31,341672,10,0,0,1,1,0,0,50,0,1,1
27905,36,179488,10,1,4,4,1,0,0,40,0,1,1
27906,39,243872,12,1,1,4,1,0,0,40,1,0,0
27907,52,259583,9,0,0,4,1,0,0,40,1,1,1
27908,61,159822,4,0,0,4,1,1,0,40,0,1,0
27909,27,219863,9,0,0,4,1,0,0,40,1,1,1
27910,45,206947,9,1,1,4,0,0,0,50,1,1,1
27911,21,245572,5,1,3,0,1,0,0,40,1,1,1
27912,25,38488,9,1,3,4,0,0,0,40,1,1,1
27913,24,182504,10,1,3,4,0,0,0,25,1,1,1
27914,38,193815,12,0,0,4,1,0,0,55,0,1,1
27915,51,521665,10,0,0,4,1,0,0,24,1,3,1
27916,29,46442,13,0,5,4,0,0,1,50,1,1,0
27917,45,60267,9,1,4,4,0,0,0,38,1,1,1
27918,59,264357,6,0,0,4,1,0,0,50,1,1,1
27919,41,191814,9,0,3,4,1,0,0,40,1,1,1
27920,23,107882,13,1,3,4,0,0,0,40,1,1,1
27921,43,174575,10,1,1,4,1,0,0,45,1,1,1
27922,17,143331,7,1,3,4,1,0,0,20,1,1,1
27923,32,126132,13,0,0,4,1,1,0,50,1,1,0
27924,42,198619,11,0,0,4,1,0,0,40,1,1,1
27925,68,211287,14,0,0,4,1,0,1,40,1,1,0
27926,55,238192,9,0,0,4,1,0,1,40,1,0,0
27927,43,257780,9,0,0,4,1,0,0,40,1,1,1
27928,61,183355,9,0,0,4,1,0,0,40,1,1,0
27929,28,148429,9,0,0,4,1,0,0,40,1,1,1
27930,47,71221,9,1,4,4,0,0,0,60,1,1,1
27931,21,236769,4,1,1,4,1,0,0,40,1,2,1
27932,39,32146,10,1,1,4,1,0,0,40,1,1,1
27933,39,347491,7,1,1,4,1,0,1,46,1,1,1
27934,34,180714,10,0,0,2,1,0,1,40,1,1,1
27935,57,188877,5,1,1,4,1,0,0,40,1,3,1
27936,27,306747,13,1,3,2,1,0,0,40,1,1,1
27937,21,478457,10,1,3,2,0,0,0,12,1,0,1
27938,25,248990,3,1,1,4,1,0,0,40,0,1,1
27939,51,46281,10,0,0,4,1,0,0,50,1,2,0
27940,35,148015,13,1,3,2,0,0,0,40,1,1,1
27941,19,278115,10,1,3,4,1,0,0,12,1,1,1
27942,27,190525,13,0,0,4,1,1,0,55,1,1,0
27943,34,176673,10,1,2,2,0,0,0,35,1,1,1
27944,33,202366,9,1,4,4,0,0,0,32,1,3,1
27945,36,238415,9,1,4,4,1,0,0,40,1,1,1
27946,33,37939,13,0,0,4,1,0,0,35,1,2,1
27947,60,35649,13,0,0,4,1,0,0,40,1,2,1
27948,42,383493,10,0,0,4,1,1,0,50,1,1,0
27949,47,204900,9,0,5,2,0,0,0,40,1,0,1
27950,42,20809,9,1,1,4,1,0,0,75,1,1,0
27951,34,148207,10,0,0,4,1,0,0,65,1,1,0
27952,21,200153,9,1,3,4,0,0,0,32,1,1,1
27953,30,169496,14,0,0,4,1,0,0,15,1,1,0
27954,53,22978,14,0,5,4,0,0,0,50,1,1,0
27955,34,366898,9,0,0,4,1,0,0,40,0,1,1
27956,37,324947,13,0,0,4,1,0,0,40,1,1,1
27957,27,321577,9,1,3,2,0,0,0,40,1,1,1
27958,31,241360,13,1,1,4,1,0,0,40,1,1,1
27959,30,207564,10,0,5,4,0,0,0,40,1,1,1
27960,33,220860,9,1,1,4,1,0,0,45,1,1,1
27961,41,336571,10,0,0,4,1,0,0,40,1,0,1
27962,23,56402,10,0,0,4,1,0,0,30,1,0,1
27963,65,180280,10,0,5,4,0,0,0,40,1,1,1
27964,30,81282,9,1,4,4,0,0,0,40,1,1,1
27965,51,86332,11,0,0,4,1,1,0,55,1,1,1
27966,30,27051,10,1,3,4,1,0,0,40,1,0,1
27967,49,287647,14,1,1,4,1,1,0,45,1,1,0
27968,37,183735,9,0,0,4,1,1,0,30,1,2,1
27969,42,100800,9,1,1,4,1,0,0,40,1,1,1
27970,62,155094,11,0,5,4,0,0,0,45,1,1,0
27971,67,102693,9,1,1,4,1,1,0,35,1,3,1
27972,31,151053,10,0,0,4,1,1,0,40,1,1,0
27973,50,548361,13,0,0,4,1,0,0,20,1,1,0
27974,33,173858,13,0,2,1,1,0,0,40,0,1,1
27975,27,347153,10,1,2,4,1,0,0,40,1,1,1
27976,31,319146,11,0,0,4,1,1,0,40,0,1,0
27977,35,197719,10,1,2,0,1,0,0,40,1,1,1
27978,55,197114,10,0,0,4,1,0,0,6,1,1,0
27979,54,109418,13,0,5,4,0,0,1,35,1,2,0
27980,56,182062,13,0,0,4,1,0,0,48,1,1,0
27981,21,184543,11,1,1,4,0,0,0,40,1,1,1
27982,66,175558,4,1,1,4,0,0,0,20,0,1,1
27983,46,122026,9,0,0,4,1,0,0,50,1,1,1
27984,23,340543,13,1,1,4,0,0,0,38,1,1,1
27985,43,101950,14,1,1,4,0,0,0,45,1,1,1
27986,40,179508,9,0,0,4,1,0,0,55,1,1,1
27987,52,225317,3,0,0,4,1,0,0,40,0,1,1
27988,59,53304,13,0,0,4,1,0,0,50,1,0,0
27989,36,282602,11,1,3,2,0,0,0,40,1,0,1
27990,33,184016,9,1,1,4,1,0,0,40,1,1,1
27991,20,250165,9,0,0,4,1,0,0,40,1,1,1
27992,21,196467,9,1,1,4,1,0,0,35,1,1,1
27993,59,220783,6,1,4,4,0,0,0,40,1,3,1
27994,42,178780,14,0,0,4,1,0,0,50,1,2,0
27995,62,65868,9,1,1,4,0,0,0,43,1,1,1
27996,54,35459,9,1,1,4,1,0,0,40,1,1,1
27997,35,98986,4,1,3,4,0,0,0,30,1,1,1
27998,36,282092,12,1,1,4,0,0,0,40,1,1,1
27999,21,140764,9,1,2,4,0,0,0,45,1,1,1
28000,30,33124,9,1,4,4,0,0,0,14,1,1,1
28001,46,90042,10,0,0,4,1,0,0,40,1,1,0
28002,32,102986,3,0,5,1,0,0,0,40,0,1,0
28003,21,214387,10,1,2,4,1,0,0,64,1,1,1
28004,39,180667,9,1,1,4,1,0,0,40,1,1,1
28005,54,278329,9,1,1,4,0,0,0,43,1,1,1
28006,32,184440,10,0,0,4,1,1,0,40,1,1,1
28007,23,140462,9,1,3,4,1,0,0,40,1,1,1
28008,42,202565,2,0,0,4,1,0,0,40,0,1,1
28009,62,181063,6,1,1,4,0,0,0,30,1,3,1
28010,28,287268,10,1,1,4,1,0,0,35,1,1,1
28011,28,215955,9,0,0,4,1,0,0,40,1,1,1
28012,35,82552,12,0,0,4,1,0,0,40,1,1,1
28013,19,41745,10,1,3,4,0,0,0,40,1,1,1
28014,27,73587,9,1,1,2,1,0,0,35,1,1,1
28015,54,263925,2,0,0,4,1,0,0,50,1,1,1
28016,19,196119,9,1,3,4,0,0,0,35,1,1,1
28017,27,284741,10,1,1,4,0,0,0,30,1,1,1
28018,30,293936,9,1,1,4,1,0,0,50,0,1,1
28019,35,340428,12,1,1,4,0,0,0,35,1,1,1
28020,66,175891,5,0,0,4,1,0,0,40,1,3,1
28021,19,276973,10,1,3,4,0,0,0,20,1,0,1
28022,30,161599,9,0,0,4,1,0,0,40,1,1,0
28023,32,144064,13,1,1,4,1,0,0,40,1,1,1
28024,31,236391,10,1,1,4,0,0,0,40,1,1,1
28025,26,224943,11,1,2,2,1,0,0,65,1,1,1
28026,44,151294,10,1,1,4,0,0,0,25,1,1,1
28027,52,68982,13,0,0,4,1,0,0,50,1,1,0
28028,30,241885,10,0,0,4,1,0,0,40,1,1,1
28029,32,189461,9,1,1,4,0,0,0,60,1,2,1
28030,19,36012,9,1,3,4,1,0,0,40,1,2,1
28031,33,85355,9,1,1,4,1,0,0,30,1,1,1
28032,20,157595,10,1,1,4,1,0,0,40,1,1,1
28033,61,197286,4,0,0,4,1,0,0,40,1,1,1
28034,33,362747,10,1,1,2,0,0,0,35,1,1,1
28035,24,395297,10,1,3,4,0,0,0,35,1,1,1
28036,31,144949,13,1,1,4,1,0,0,60,1,2,1
28037,20,163665,9,1,3,4,0,0,0,20,1,3,1
28038,32,141490,11,1,4,4,0,0,0,50,1,1,1
28039,29,147889,12,0,5,4,0,0,0,40,1,1,1
28040,61,232808,6,1,1,4,1,0,0,24,1,1,1
28041,48,70668,9,0,5,4,0,0,0,50,1,1,1
28042,29,33315,12,1,1,4,0,0,0,40,1,0,1
28043,61,63526,8,1,1,2,1,0,0,52,1,3,1
28044,34,591711,10,1,1,2,1,0,0,48,0,1,1
28045,22,200318,12,1,1,4,0,0,0,15,1,1,1
28046,32,97723,9,0,0,4,1,0,1,40,1,1,1
28047,38,109231,9,0,0,4,1,0,0,40,1,1,1
28048,27,102889,10,1,4,4,0,0,0,40,1,1,1
28049,26,167106,9,1,2,1,1,0,0,40,0,1,1
28050,35,182898,9,1,1,4,1,1,0,40,1,1,0
28051,62,197918,9,1,4,4,0,0,0,40,1,1,1
28052,28,67386,9,1,4,4,0,0,0,40,1,1,1
28053,50,126592,9,1,1,2,1,0,0,40,1,1,1
28054,34,49469,13,1,1,4,1,1,0,50,1,1,0
28055,37,119929,9,0,0,4,1,0,0,40,1,2,1
28056,63,158199,2,1,4,4,0,0,0,44,0,1,1
28057,35,341102,5,1,1,2,1,0,0,40,1,1,1
28058,55,101524,13,0,0,4,1,0,0,40,1,1,0
28059,40,202872,9,0,5,4,0,0,0,40,1,1,0
28060,25,195201,9,0,0,3,1,0,0,50,1,1,1
28061,51,128272,10,0,0,4,1,0,0,40,1,1,1
28062,37,263094,13,0,0,4,1,1,0,40,1,1,0
28063,54,357596,13,0,0,4,1,1,0,55,1,2,0
28064,47,102628,10,0,0,4,1,0,0,40,1,0,0
28065,26,171114,13,1,3,4,0,0,0,40,1,1,1
28066,46,216414,11,1,4,4,1,0,0,40,1,1,1
28067,24,127753,8,1,2,4,1,0,0,40,1,1,1
28068,19,282698,4,1,3,4,1,0,0,80,1,1,1
28069,35,139364,9,0,0,4,1,0,1,40,1,1,0
28070,36,312785,13,1,3,2,1,0,0,35,1,0,1
28071,18,92864,8,1,3,4,0,0,0,20,1,1,1
28072,46,175428,14,0,0,4,1,0,0,40,1,0,0
28073,30,104223,9,1,4,2,0,0,0,32,1,1,1
28074,29,144784,9,1,1,2,0,0,0,40,1,1,1
28075,65,178934,9,1,4,2,0,0,0,20,0,1,1
28076,41,211253,14,0,5,4,0,0,0,40,1,1,0
28077,34,133122,13,0,0,4,1,0,0,40,1,1,1
28078,58,103540,4,0,0,2,1,0,0,40,1,1,1
28079,39,172700,9,1,4,2,0,0,0,40,1,0,1
28080,21,282484,10,1,3,4,0,0,0,40,1,1,1
28081,31,323055,9,0,0,4,1,0,0,50,1,1,0
28082,33,291494,16,0,0,4,1,0,0,50,1,0,0
28083,28,214702,13,0,0,4,1,0,0,60,1,1,1
28084,32,116055,9,1,4,2,0,1,0,35,1,1,1
28085,32,226696,13,1,1,4,1,0,0,55,1,1,0
28086,31,216827,9,1,4,2,0,0,0,40,1,1,1
28087,41,153132,15,0,0,4,1,1,0,40,1,2,0
28088,48,307440,13,0,0,1,1,0,0,45,0,1,0
28089,27,278122,9,1,3,4,1,0,0,40,1,1,1
28090,45,122195,9,1,4,2,0,0,0,40,1,1,1
28091,34,156890,9,0,0,4,1,0,0,50,1,2,1
28092,17,36877,6,1,3,4,0,0,0,10,1,1,1
28093,25,131178,9,1,3,2,1,0,0,23,1,1,1
28094,34,62396,13,1,1,4,0,0,0,62,1,2,0
28095,33,73054,9,1,4,4,0,0,0,40,1,1,1
28096,21,96844,10,1,1,4,0,0,0,20,1,1,1
